name of device,constant throughout,almost constant throughout,,,Ignore these,,,,,
name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.968506,0.070068,0.214355,-0.002457,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.970459,0.061279,0.205811,-0.004037,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.96875,0.067627,0.212402,-0.004619,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.967529,0.070801,0.209473,-0.004916,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.968018,0.06543,0.203857,-0.006458,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.970947,0.065674,0.200684,-0.007683,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.974609,0.065918,0.196289,-0.009426,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.97168,0.061035,0.197754,-0.011615,0,0.060594
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.972412,0.059814,0.193848,-0.013269,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.97168,0.058594,0.196289,-0.014549,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.971191,0.056641,0.188965,-0.01683,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.970703,0.060791,0.195801,-0.01767,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.969727,0.057861,0.187256,-0.019433,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.972412,0.056641,0.185059,-0.019669,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.971191,0.057617,0.185059,-0.021302,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.973877,0.05835,0.191895,-0.022504,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.970703,0.056641,0.196045,-0.021965,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.974365,0.059326,0.195557,-0.020947,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.973145,0.060791,0.194824,-0.019413,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.969727,0.057861,0.200439,-0.017178,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.970459,0.068115,0.198486,-0.014542,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.969238,0.062256,0.20166,-0.012286,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.968994,0.064941,0.20459,-0.00832,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.967773,0.063477,0.208252,-0.005793,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.969971,0.062256,0.205322,-0.002182,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.968262,0.070557,0.212646,0.001704,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.968018,0.062744,0.211182,0.005845,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.968018,0.069092,0.213135,0.009224,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.971924,0.069824,0.214844,0.011724,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.965576,0.067627,0.212891,0.013719,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.969971,0.068115,0.212158,0.015399,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.966553,0.067383,0.216309,0.016695,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.967773,0.072021,0.211426,0.017124,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.967285,0.074951,0.213135,0.017808,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.967285,0.070557,0.215332,0.017388,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.967529,0.068359,0.209717,0.016696,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.968506,0.071777,0.217041,0.01641,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.969482,0.071777,0.215332,0.014312,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.964111,0.072998,0.216064,0.01299,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.968506,0.062744,0.214844,0.01114,0,0.083151
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.966553,0.072754,0.211426,0.009296,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.965332,0.06958,0.215332,0.008078,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.96875,0.071045,0.216797,0.007069,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.973145,0.067139,0.21167,0.00536,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.968506,0.067139,0.216064,0.004542,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.967529,0.069092,0.216064,0.003425,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.971436,0.06543,0.211426,0.002106,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.96875,0.060547,0.206055,0.001396,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.971924,0.067139,0.209229,-0.000366,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.970459,0.0625,0.202881,-0.00171,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.967041,0.058594,0.206299,-0.003417,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.973145,0.062012,0.206299,-0.003974,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.969971,0.052246,0.199707,-0.005193,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.970215,0.057617,0.200928,-0.006753,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.97168,0.058594,0.20459,-0.008354,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.970947,0.059082,0.205566,-0.008673,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.973877,0.057373,0.201172,-0.01018,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.966309,0.054932,0.201416,-0.011652,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.968018,0.059082,0.20166,-0.012103,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.97168,0.059814,0.209473,-0.011422,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.970215,0.0625,0.209961,-0.010833,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.966553,0.066406,0.216309,-0.008666,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.970703,0.063721,0.217041,-0.0067,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.96582,0.067383,0.218262,-0.005093,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.966309,0.070312,0.22168,-0.001656,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.962646,0.069092,0.220703,0.00139,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.967041,0.06958,0.221191,0.004065,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.966064,0.068115,0.225098,0.006333,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.964844,0.07251,0.222412,0.009582,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.96582,0.071045,0.228027,0.013338,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.965332,0.071533,0.223633,0.016098,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.968506,0.073486,0.230713,0.017776,0,0.215121
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.963623,0.071289,0.22876,0.019416,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.962646,0.069336,0.229004,0.019315,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.963623,0.073242,0.229492,0.019584,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.961182,0.070557,0.232422,0.01965,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.963623,0.071289,0.229248,0.018122,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.96167,0.074707,0.229492,0.017193,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.966553,0.072998,0.226318,0.016174,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.962402,0.076172,0.227783,0.015017,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.964844,0.072021,0.232422,0.01373,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.965332,0.070801,0.229248,0.011469,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.963623,0.068115,0.229004,0.009801,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.966064,0.077148,0.231201,0.008072,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.967529,0.06958,0.236328,0.006951,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.967773,0.072021,0.23291,0.006362,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.965088,0.077881,0.234375,0.005689,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.964355,0.075928,0.230469,0.004704,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.961426,0.065918,0.227051,0.003826,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.965088,0.068359,0.225098,0.00252,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.967773,0.066895,0.224121,0.00169,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.966064,0.067139,0.217773,0.000238,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.966064,0.062744,0.213623,-0.001982,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.970703,0.060547,0.21167,-0.003585,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.969971,0.061768,0.210205,-0.005282,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.973145,0.05835,0.203613,-0.007946,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.966064,0.05835,0.207764,-0.010674,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.970703,0.060547,0.205566,-0.013252,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.967773,0.058594,0.201904,-0.016577,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.971436,0.057373,0.200195,-0.019306,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.971436,0.054688,0.20166,-0.02105,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.968994,0.054199,0.19165,-0.023253,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.971436,0.057373,0.193115,-0.025293,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.973877,0.053955,0.194336,-0.026322,0,0.11399
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.96875,0.059082,0.189209,-0.026522,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.974365,0.057617,0.188232,-0.026674,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.971436,0.052979,0.192627,-0.026686,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.971191,0.057617,0.197998,-0.024589,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.970215,0.05542,0.197754,-0.02307,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.97583,0.05957,0.204346,-0.020961,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.965576,0.051514,0.210693,-0.017771,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.969238,0.057861,0.214844,-0.014106,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.96875,0.057861,0.218506,-0.010779,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.966064,0.057861,0.217285,-0.006202,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.965576,0.06958,0.223633,-0.001328,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.9646,0.063232,0.223145,0.002941,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.964844,0.064453,0.221924,0.007094,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.966553,0.078613,0.230225,0.012308,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.966309,0.072754,0.227783,0.016816,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.9646,0.066162,0.229248,0.019609,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.968018,0.071777,0.226074,0.022837,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.961914,0.070312,0.233154,0.025252,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.966064,0.071289,0.231201,0.026942,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.965332,0.068848,0.233887,0.027589,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.9646,0.069336,0.230957,0.027573,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.966309,0.06958,0.233643,0.027219,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.962402,0.066162,0.236816,0.025527,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.962158,0.068604,0.229736,0.023902,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.96582,0.068115,0.239502,0.022826,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.96582,0.064941,0.233643,0.019078,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.961426,0.068604,0.234375,0.016361,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.966553,0.07251,0.237061,0.014708,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.960938,0.071045,0.233398,0.012726,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.964355,0.070801,0.233887,0.010492,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.960205,0.07251,0.240967,0.009148,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.967041,0.070068,0.231445,0.007371,0,0.177603
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.963623,0.074707,0.236816,0.006717,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.965088,0.07251,0.236084,0.005482,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.960693,0.070068,0.234131,0.004653,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.962158,0.078613,0.242432,0.005214,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.96167,0.070557,0.239502,0.003986,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.961914,0.068848,0.243408,0.004992,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.962158,0.073975,0.242188,0.005383,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.960938,0.072021,0.243164,0.005046,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.962646,0.072754,0.241699,0.005192,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.963379,0.072754,0.239746,0.005588,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.964111,0.071289,0.240723,0.00483,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.964111,0.070801,0.236572,0.005329,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.963623,0.073242,0.231201,0.004328,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.961426,0.068115,0.226318,0.003263,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.965088,0.073242,0.231934,0.003269,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.963135,0.066162,0.226074,0.000574,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.962646,0.069824,0.229492,-0.000211,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.966553,0.071777,0.234375,-0.001525,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.963379,0.069092,0.230713,-0.003167,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.963135,0.070312,0.231689,-0.004403,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.964111,0.072754,0.234619,-0.005507,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.962646,0.072754,0.233398,-0.006403,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.9646,0.06543,0.227539,-0.007432,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.966064,0.070557,0.226807,-0.008482,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.9646,0.065918,0.226562,-0.008598,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.967285,0.071777,0.231934,-0.007295,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.968262,0.065918,0.22998,-0.007606,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.964111,0.064697,0.229492,-0.005907,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.966064,0.070312,0.227295,-0.005337,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.968018,0.065918,0.223877,-0.005712,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.966797,0.060791,0.225586,-0.005381,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.965576,0.067871,0.223145,-0.005205,0,0.157542
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.971436,0.063721,0.2229,-0.005804,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.968262,0.066162,0.210938,-0.007113,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.971436,0.064941,0.214355,-0.006948,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.971436,0.067139,0.208252,-0.00765,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.973389,0.072021,0.210205,-0.008044,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.970215,0.056396,0.192383,-0.01173,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.971191,0.060547,0.198486,-0.0137,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.971924,0.059814,0.189453,-0.016802,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.9729,0.057861,0.185059,-0.019956,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.975342,0.057129,0.188965,-0.021733,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.975098,0.056396,0.179199,-0.024486,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.972168,0.050049,0.185547,-0.026949,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.975098,0.050781,0.184326,-0.028921,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.973145,0.049805,0.181152,-0.029713,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.974609,0.049805,0.180664,-0.031568,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.974609,0.049805,0.186768,-0.032171,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.970703,0.050781,0.185303,-0.033562,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.971436,0.054932,0.192627,-0.030398,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.973389,0.053711,0.192139,-0.028699,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.9729,0.053711,0.196777,-0.02544,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.968994,0.052734,0.196777,-0.021468,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.971191,0.054443,0.202637,-0.017903,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.967041,0.054199,0.201172,-0.013058,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.970215,0.054199,0.205078,-0.008449,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.968506,0.051025,0.210693,-0.003526,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.967041,0.052002,0.206787,0.000879,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.970459,0.05957,0.214111,0.00627,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.968262,0.054199,0.212891,0.010214,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.963867,0.060547,0.218506,0.015145,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.966797,0.052002,0.218506,0.01694,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.968018,0.05835,0.223877,0.019947,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.968018,0.052734,0.218262,0.021113,0,0.143691
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.967041,0.055908,0.220215,0.022182,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.965332,0.059326,0.22583,0.023068,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.966797,0.059326,0.223145,0.023272,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.965332,0.061523,0.231201,0.023827,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.9646,0.059082,0.224609,0.023141,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.964355,0.05957,0.230225,0.023124,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.965332,0.064209,0.231689,0.021873,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.964111,0.058838,0.232666,0.021434,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.961914,0.058838,0.228271,0.019496,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.964111,0.068359,0.237305,0.019446,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.964111,0.063721,0.231445,0.017738,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.963135,0.063965,0.236084,0.017761,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.963379,0.067871,0.23999,0.017705,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.964844,0.06543,0.23877,0.017,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.963623,0.067139,0.238037,0.016556,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.963379,0.06958,0.240234,0.015353,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.962158,0.064453,0.236328,0.015135,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.963623,0.069092,0.242676,0.014398,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.961914,0.066406,0.23999,0.013677,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.960449,0.066162,0.23877,0.012762,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.962646,0.068848,0.241943,0.013313,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.964355,0.067383,0.239014,0.011691,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.965088,0.06665,0.23877,0.011617,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.961426,0.066406,0.238281,0.010295,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.963623,0.067871,0.237061,0.008392,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.962646,0.068115,0.234375,0.007071,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.966309,0.058105,0.231445,0.005144,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.964355,0.058105,0.225098,0.002961,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.968994,0.065186,0.227783,0.001401,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.966553,0.056641,0.225098,-0.001256,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.967041,0.059082,0.222168,-0.003345,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.968994,0.059814,0.213623,-0.005901,0,0.077049
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.964355,0.057861,0.213623,-0.009394,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.967285,0.05542,0.207764,-0.012005,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.968506,0.056396,0.203369,-0.015368,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.968994,0.05835,0.204102,-0.018215,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.97168,0.057617,0.199463,-0.020934,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.971924,0.057861,0.198242,-0.023504,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.967773,0.052734,0.201416,-0.0251,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.973633,0.056152,0.198242,-0.025723,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.974609,0.046631,0.19458,-0.027931,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.96875,0.050293,0.195801,-0.028631,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.973389,0.051514,0.194336,-0.029354,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.971436,0.04834,0.193848,-0.029088,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.972168,0.05127,0.195801,-0.028236,0,0.100662
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.968994,0.04834,0.194824,-0.026814,0,0.100662
