name of device,constant throughout,almost constant throughout,,,Ignore these,,,,,
name,bs_timestamp,rs_timestamp,seq_number,stored,accelx,accely,accelz,breathing_signal,breathing_rate,activity
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.679443,-0.061279,0.134766,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.111328,-0.166016,0.014893,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,-0.189941,-0.07959,-0.223633,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.352783,0.516113,-1.376465,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.999756,0.280762,1.049316,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.367188,0.029541,-0.10083,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.150635,-0.246582,0.033691,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.055908,-0.347168,-0.276367,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,-0.218262,-0.246826,-0.323975,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.999756,-1.07373,0.519287,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.073486,-0.36792,-0.038086,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.434082,0.070801,0.130615,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.05835,-0.174072,-0.101562,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,-0.122559,-0.092773,-0.559326,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.999756,0.436035,0.589355,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.424316,0.012939,-0.336914,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.749268,0.003906,0.065186,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.061523,-0.203857,-0.114014,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,-0.000977,-0.349854,-0.385254,NaN,18.75,56.239586
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.875244,-0.675537,-0.117676,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,1.76123,0.021973,0.248779,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.645996,-0.038086,0.091064,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.401855,0.030518,0.198975,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.167725,-0.380615,-0.335205,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.999756,0.278809,0.357666,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.138672,-0.070312,0.031982,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.240723,0.127441,0.110596,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.41333,0.039062,0.015381,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.513428,0.280029,0.411621,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.82251,-0.502686,0.036621,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.145752,-0.431396,0.113525,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.582764,0.418945,-0.003662,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.149414,-0.063232,0.055176,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.711426,-0.463135,0.185791,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.733154,0.171387,0.37915,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.681641,-0.264893,-0.497559,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.330322,-0.169678,-0.04126,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.310791,0.169922,0.230225,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.09375,0.000977,-0.113037,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,1.150146,0.038574,0.037109,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.518066,0.261475,0.233398,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.668213,-1.105469,0.288818,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.996826,0.026611,-0.067627,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.348633,0.282959,0.155762,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.217041,-0.158936,0.036133,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,1.186035,-0.385986,0.349609,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.669678,0.187744,-0.224854,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.503906,-0.560791,-0.167969,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.880127,0.132568,0.18042,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.206299,0.122559,0.107178,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.288086,-0.094238,-0.239258,NaN,18.75,38.459705
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.697266,0.085205,0.430664,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,1.726562,-0.471191,-0.125732,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.047119,-0.549316,0.007568,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.65332,0.230225,-0.033691,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.135498,-0.083008,0.084229,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.632324,-0.506104,0.064209,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.218506,0.169922,0.164795,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,1.402588,0.135254,-0.459473,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,1.999756,-0.370117,0.084717,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.343262,-0.018066,-0.095459,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.568604,-0.083008,0.050049,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,0.10376,-0.293457,-0.237305,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.005371,-0.3479,-0.339111,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,1.859375,-1.394287,0.35376,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,1.999756,0.203857,0.300537,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.59668,-0.169678,0.083008,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.415771,-0.203613,0.140381,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,-0.111084,-0.187012,-0.307129,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.419922,-0.08252,-0.717041,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,1.999756,0.093018,0.911865,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,1.141602,0.172119,-0.152588,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.550781,-0.344482,-0.044678,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.011719,-0.276611,-0.227539,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,-0.121826,-0.244873,-0.498047,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,1.999756,-0.418213,0.512695,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,1.094971,-0.311768,-0.206055,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.361328,-0.180908,0.053467,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.147461,-0.155762,-0.046631,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,-0.077148,-0.070557,-0.524902,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.999756,0.238037,-0.206787,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,1.653809,-0.047119,-0.277588,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.768066,-0.079102,0.075195,NaN,18.75,31.411989
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.106934,-0.229492,-0.09082,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,-0.117432,-0.262207,-0.2771,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.843994,-1.289307,-0.088135,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,1.700439,0.336914,0.286133,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.533203,-0.263916,-0.045898,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.388916,-0.039795,0.156494,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,0.026611,-0.015869,-0.327637,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,1.342529,0.181152,-0.306152,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,1.841553,-0.073486,0.058594,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,1.014893,-0.09082,0.004395,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.290283,-0.130371,0.088135,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,-0.033203,-0.259521,-0.168945,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,1.109375,-0.941895,-0.404785,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,1.999756,0.557861,0.491699,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.792725,-0.119141,-0.184814,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.401855,-0.086182,0.278809,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.114258,-0.110352,-0.121094,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.56543,0.102295,-0.601562,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.999756,-0.129395,0.837646,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.918701,0.040283,-0.020508,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.548828,-0.01001,-0.052002,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.265381,-0.19873,0.071533,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.453857,-0.964111,-0.342773,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.759033,-0.009766,0.261963,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.975342,0.017822,-0.137939,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.527832,-0.059082,0.094238,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.502197,-0.210449,0.101074,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,0.418213,-0.081543,-0.480713,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.999756,0.141113,0.141846,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,1.179932,-0.224609,0.018311,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.730469,0.187256,0.003662,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,0.286377,-0.045898,0.10498,NaN,18.75,13.96102
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,0.207275,-0.357178,-0.352783,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,1.913086,-0.358154,0.379883,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,1.328613,-0.020508,-0.125977,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.446777,-0.250488,0.114258,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.456787,-0.212646,0.135498,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,0.070557,-0.06958,-0.332764,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.886719,-0.13208,-0.109375,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,1.689209,-0.22998,-0.030273,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.932861,0.102783,0.030029,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.265137,-0.079834,-0.031494,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.075195,-0.231934,-0.238037,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.403809,-1.464355,-0.454834,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,1.890381,0.314453,0.595703,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.793213,-0.108887,-0.141846,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.533936,-0.238281,0.299805,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.025146,-0.077881,-0.189941,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,0.786621,-0.131104,-1.473877,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.999756,-0.083252,0.87085,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,1.042236,0.077148,-0.038086,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.470703,-0.144043,0.013428,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.151123,-0.275879,-0.210693,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,0.101807,-0.318604,-0.283203,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.999756,-0.634766,0.63501,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,1.186035,-0.193848,-0.056396,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.524902,-0.164307,0.133301,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.085938,-0.079102,-0.079834,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,0.091064,-0.045654,-0.611328,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.999756,-0.008057,0.703369,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,1.366699,0.050293,-0.299316,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.483643,0.023193,-0.025635,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.112793,-0.273682,-0.196289,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,-0.000488,-0.311523,-0.303223,NaN,18.75,11.183907
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.700439,-0.397217,0.188965,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,1.623779,-0.136963,-0.030518,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.540039,-0.265869,0.023682,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,0.336182,-0.168457,0.072021,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,-0.058594,-0.014893,-0.328125,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.999756,0.486816,-0.470459,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.833252,-0.192871,0.00708,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.97876,0.13501,0.008301,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.293457,-0.212402,-0.077637,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,0.031006,-0.314941,-0.093506,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,0.630371,-0.956787,-0.533203,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.999756,0.592529,0.79126,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.894043,-0.32666,-0.063965,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.426514,-0.105957,0.217773,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,0.067383,-0.114258,-0.163086,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,0.384766,0.275879,-0.788818,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.999756,-0.417969,0.6875,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.155029,0.041992,0.022461,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.470947,-0.062988,0.030029,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.057129,-0.152344,-0.115479,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.091064,-0.359375,-0.238281,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.999756,-0.14209,0.732666,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,1.435303,0.05127,0.061768,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.517822,-0.259766,0.250244,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.246338,-0.227295,-0.013428,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,-0.054688,-0.002197,-0.414551,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,1.999756,0.615723,0.995361,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.60376,-0.122559,-0.118896,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.873535,-0.046387,0.016602,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.251221,-0.135498,0.067139,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,0.050293,-0.193848,-0.205078,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.466309,-0.407471,0.081543,NaN,18.75,35.455589
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.999756,0.20166,0.580566,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.842041,-0.225586,-0.052734,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.449707,-0.140381,0.244873,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,-0.050781,-0.130371,-0.22168,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,0.163818,0.046143,-0.377441,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.999756,-0.246582,0.813965,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.133057,0.006836,-0.068115,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.395996,-0.018555,0.098389,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.117188,-0.259277,-0.143799,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,-0.122314,-0.373047,-0.324219,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.999756,0.358887,0.814697,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.400146,-0.157227,-0.000488,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.621826,-0.142334,0.147705,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.265869,-0.227783,-0.020264,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,-0.110352,-0.125244,-0.40918,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.466797,1.333252,0.046631,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.789307,-0.410889,0.019775,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,1.003906,0.203857,0.119141,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.216797,-0.293213,-0.130371,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.050781,-0.288574,-0.210693,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,0.24292,-0.433105,-0.639893,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.999756,0.405273,1.297119,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.874023,-0.314941,-0.126709,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.403564,-0.124512,0.1521,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,0.080322,-0.213623,-0.135986,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.010742,-0.054688,-0.522705,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,1.999756,-0.147217,0.341553,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,28,0,1.418701,0.021484,-0.208984,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,29,0,0.631592,-0.122803,0.049561,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,30,0,0.113281,-0.200195,-0.115479,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,31,0,-0.106689,-0.248779,-0.219727,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,0,0,1.835938,-0.718018,0.035645,NaN,18.75,19.022415
F9:83:35:56:D1:CD,2.02E+13,-104,1,0,1.689209,0.044922,0.335449,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,2,0,0.641357,-0.343018,-0.058594,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,3,0,0.383545,-0.131592,0.080811,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,4,0,-0.075439,-0.07959,-0.289795,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,5,0,1.439453,0.36377,-0.518066,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,6,0,1.999756,-0.200195,0.246338,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,7,0,1.236328,0.049805,-0.008057,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,8,0,0.375732,-0.255127,-0.028809,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,9,0,0.077148,-0.260986,-0.131104,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,10,0,-0.081299,-0.210449,-0.384766,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,11,0,1.999756,-0.083496,0.845947,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,12,0,1.187744,-0.155762,-0.198486,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,13,0,0.466064,-0.303955,0.224609,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,14,0,0.224365,-0.131592,-0.061279,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,15,0,-0.028076,-0.102539,-0.431641,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,16,0,1.400391,0.063232,0.334961,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,17,0,1.531006,-0.009033,-0.233887,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,18,0,0.704346,-0.029541,-0.045898,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,19,0,0.190186,-0.318848,-0.062744,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,20,0,0.0354,-0.30835,-0.199463,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,21,0,1.2771,-0.974121,-0.377686,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,22,0,1.87085,0.107422,0.236572,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,23,0,0.824707,-0.359131,-0.066162,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,24,0,0.414062,-0.118652,0.115967,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,25,0,-0.069824,-0.018311,-0.196289,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,26,0,0.382568,0.164062,-0.65332,NaN,18.75,16.655193
F9:83:35:56:D1:CD,2.02E+13,-104,27,0,1.999756,-0.406006,0.689209,NaN,18.75,16.655193
