EXPERIMENT2_1.CSV,,,,,,,,,,,,,,,
min_spacing,iter_window_len,crazy_var,window_length,step1_benchmarks,step15_usage,,,,,,,,,,
0.33,0.1,60,200,"[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,,,,,,,,,,
subject,avg diff,setting.step1_usage,setting.step1_benchmarks,setting.step15_usage,setting.step2_usage,setting.step3_usage,,,good ones,,,,,,
"['filip2', 'hayden2', 'roy1']",51.98083312,"[1, 2, 2, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.04645523,"[1, 2, 2, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.90997931,"[1, 2, 2, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.89988525,"[1, 2, 2, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",53.07010706,"[1, 2, 2, 3, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.79117077,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.10939378,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.04393864,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.07414947,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.92295025,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.64871531,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.50876374,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.51318441,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.10055241,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.03809229,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.72020179,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.95639877,"[1, 2, 2, 3, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.27167841,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.61237467,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.29146504,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",33.60266619,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",33.00640412,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",34.11579216,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.64335062,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.08565348,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.35592429,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.75469331,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.93366432,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.66972247,"[1, 2, 2, 4, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",29.35211696,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.28449897,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",30.03225796,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",31.84441643,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",31.09352941,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.66531085,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",27.81368877,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",31.10852745,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",29.03337553,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.55862952,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",29.3010085,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.7667772,"[1, 2, 2, 4, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",35.27167841,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.61237467,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.29146504,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",33.60266619,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",33.00640412,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",34.11579216,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.64335062,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.08565348,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.35435254,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.72005562,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.93209257,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.63508478,"[1, 2, 2, 4, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",34.79151394,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",36.41394367,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",31.50490575,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",31.54652134,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.08677371,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",32.33260162,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.41433532,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.93758094,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.52440512,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.56563895,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.52222868,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.41710418,"[1, 2, 2, 4, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.20336503,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.50520445,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.60640202,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.22787937,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.54485971,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.6472062,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",39.90130378,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.85704749,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.25153416,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.36404929,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.39243742,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.26126357,"[1, 2, 2, 4, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.93546367,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.22269305,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.58560961,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.81535466,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.17166915,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.30823564,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.16590269,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.07950029,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.70334222,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.5584614,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.64661885,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.52941013,"[1, 2, 3, 0, 0]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.66301563,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.26872516,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.55168267,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",38.49930989,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.58994534,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",37.54387075,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",41.87918066,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.93366254,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",40.95305824,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.54151524,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",43.55898108,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.73072115,"[1, 2, 3, 0, 1]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",17.06350369,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",16.76820694,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.96598644,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.91090865,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.02408703,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.70571067,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.30320562,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.47094801,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",17.9459273,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.06674302,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.62542258,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",18.46450319,"[1, 2, 3, 0, 2]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,,"[1, 2, 3, 0, 2]",,,,,,
"['filip2', 'hayden2', 'roy1']",46.28009898,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.26687304,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",49.58812834,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.17964589,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.85031852,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",50.36596233,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.65741443,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.0449261,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.37899404,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.13156562,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.66897009,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",52.4049731,"[1, 2, 3, 0, 3]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",42.75314544,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.77519516,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,1,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.75392871,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",48.4933121,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,2,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",44.39523159,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",47.93797679,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,3,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.99611674,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.43586802,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,4,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",45.43521125,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,1,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",51.09520112,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,5,2,,, ,,,,,,
"['filip2', 'hayden2', 'roy1']",46.51984865,"[1, 2, 3, 0, 4]","[[0, 0], [1.01, 0], [1.025, 0], [1.05, 0], [0.25, 0]]",1,6,1,,, ,,,,,,
